elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z;head_quat_xyzw;Eye_Right_Blink;Eye_Left_Blink
2.1840;Scene/Escenario/PanelesExteriores/Cube;-13.4483;1.3034;4.2481;0;0;-0.4166;1.6282;-1.3006;6.3412;269.1797;0.9331;(.0330, -.7114, .0451, .7006);0.0000;0.0000
2.2050;Scene/Escenario/PanelesExteriores/Cube;-13.5417;1.2421;3.9852;0;0;-0.4164;1.6282;-1.3006;6.3480;269.1527;0.9100;(.0332, -.7115, .0450, .7004);0.0000;0.0000
2.2270;Scene/Escenario/PanelesExteriores/Cube;-13.5352;1.2587;4.0037;0;0;-0.4163;1.6281;-1.3005;6.3288;269.1290;0.9618;(.0328, -.7117, .0452, .7003);0.0000;0.0000
2.2490;Scene/Escenario/PanelesExteriores/Cube;-13.6454;1.0429;3.6934;0;0;-0.4161;1.6281;-1.3004;6.3181;269.1229;1.0157;(.0324, -.7117, .0455, .7002);0.0000;0.0000
2.2710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4163;-0.7852;0.8143091;0.5012547;-0.4158;1.6281;-1.3004;6.3359;269.1411;0.9867;(.0327, -.7116, .0454, .7003);0.0000;0.0000
2.2940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4016;-1.2624;0.5282103;0.4924204;-0.4157;1.6282;-1.3002;6.3134;269.1441;1.0034;(.0324, -.7116, .0454, .7004);0.0000;0.0000
2.3160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3930;-1.2544;0.5330042;0.4872406;-0.4155;1.6284;-1.3001;6.2839;269.1656;1.0110;(.0322, -.7115, .0452, .7005);0.0000;0.0000
2.3380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3644;-1.0873;0.6331905;0.4701178;-0.4153;1.6284;-1.2999;6.2665;269.1578;1.0140;(.0321, -.7115, .0451, .7005);0.0000;0.0000
2.3610;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3758;-1.2369;0.5434753;0.4769459;-0.4151;1.6284;-1.2998;6.2455;269.1713;1.0125;(.0320, -.7115, .0450, .7006);0.0000;0.0000
2.3830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3832;-1.2524;0.534233;0.4813801;-0.4149;1.6284;-1.2996;6.2206;269.1834;0.9654;(.0321, -.7114, .0445, .7007);0.0000;0.0000
2.4050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3837;-1.2237;0.5514123;0.4816644;-0.4147;1.6284;-1.2995;6.1914;269.2070;0.8745;(.0325, -.7112, .0438, .7009);0.0000;0.0000
2.4270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3801;-1.2132;0.5577329;0.479504;-0.4145;1.6284;-1.2992;6.1758;269.2087;0.8628;(.0325, -.7112, .0436, .7009);0.0000;0.0000
2.4500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3692;-1.2238;0.5513522;0.4730067;-0.4142;1.6284;-1.2991;6.1962;269.2201;0.8866;(.0325, -.7111, .0439, .7009);0.0000;0.0000
2.4720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3507;-1.4475;0.4172139;0.4618916;-0.4140;1.6284;-1.2989;6.2253;269.2082;0.8466;(.0329, -.7112, .0438, .7009);0.0000;0.0000
2.4940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3616;-1.4725;0.4022393;0.4684016;-0.4139;1.6283;-1.2988;6.2200;269.2017;0.8216;(.0330, -.7112, .0437, .7008);0.0000;0.0000
2.5170;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3763;-1.5397;0.3619755;0.4772191;-0.4136;1.6284;-1.2987;6.2083;269.2158;0.8216;(.0329, -.7111, .0436, .7009);0.0000;0.0000
2.5400;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3785;-1.6274;0.3094015;0.478574;-0.4133;1.6285;-1.2986;6.1531;269.2075;0.8209;(.0326, -.7112, .0432, .7009);0.0000;0.0000
2.5610;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3757;-1.5863;0.3340162;0.4768589;-0.4131;1.6284;-1.2985;6.1303;269.2090;0.7806;(.0327, -.7112, .0428, .7009);0.0000;0.0000
2.5820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3721;-1.5801;0.3377376;0.4747341;-0.4129;1.6285;-1.2984;6.1253;269.2182;0.7309;(.0330, -.7111, .0425, .7010);0.0000;0.0000
2.6050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3715;-1.5617;0.3487735;0.4743456;-0.4127;1.6285;-1.2983;6.1031;269.2149;0.7070;(.0330, -.7111, .0422, .7010);0.0000;0.0000
2.6270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3715;-1.5648;0.3469235;0.474362;-0.4125;1.6284;-1.2983;6.1108;269.2111;0.7141;(.0330, -.7112, .0423, .7010);0.0000;0.0000
2.6490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3635;-1.5592;0.3502442;0.4695907;-0.4123;1.6285;-1.2983;6.1214;269.1967;0.7110;(.0331, -.7112, .0424, .7009);0.0000;0.0000
2.6710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3591;-1.5688;0.3445265;0.466931;-0.4122;1.6284;-1.2982;6.1289;269.2046;0.6957;(.0332, -.7112, .0423, .7009);0.0000;0.0000
2.6930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3570;-1.5706;0.343413;0.465673;-0.4120;1.6284;-1.2982;6.1638;269.1880;0.6906;(.0335, -.7113, .0425, .7008);0.0000;0.0000
2.7160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3601;-1.5657;0.3463952;0.4675236;-0.4119;1.6284;-1.2982;6.1351;269.1793;0.7030;(.0332, -.7113, .0424, .7008);0.0000;0.0000
2.7380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3588;-1.4547;0.4129307;0.4667537;-0.4119;1.6283;-1.2984;6.1120;269.1949;0.7027;(.0331, -.7113, .0423, .7009);0.0000;0.0000
2.7600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3859;-1.2176;0.5550457;0.4830259;-0.4119;1.6283;-1.2984;6.0896;269.2027;0.6841;(.0331, -.7112, .0420, .7009);0.0000;0.0000
2.7830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3968;-1.2157;0.5562363;0.4895407;-0.4117;1.6283;-1.2984;6.1285;269.2150;0.6778;(.0333, -.7111, .0422, .7010);0.0000;0.0000
2.8040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3890;-1.2145;0.5569038;0.4848393;-0.4117;1.6282;-1.2985;6.1870;269.2348;0.6810;(.0337, -.7110, .0426, .7011);0.0000;0.0000
2.8270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3946;-1.1607;0.5892166;0.4882408;-0.4116;1.6281;-1.2985;6.2412;269.2453;0.7089;(.0338, -.7109, .0431, .7011);0.0000;0.0000
2.8500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3948;-1.1666;0.5856338;0.4883163;-0.4115;1.6281;-1.2985;6.2380;269.2631;0.7490;(.0336, -.7108, .0433, .7012);0.0000;0.0000
2.8720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3973;-1.1387;0.6023768;0.4898552;-0.4114;1.6281;-1.2985;6.2329;269.3102;0.8048;(.0332, -.7105, .0436, .7015);0.0000;0.0000
2.8940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4026;-1.1188;0.6143394;0.4930418;-0.4114;1.6282;-1.2984;6.2088;269.3023;0.8367;(.0329, -.7106, .0436, .7015);0.0000;0.0000
2.9170;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4019;-1.0993;0.6260028;0.492608;-0.4115;1.6283;-1.2985;6.1808;269.3420;0.8126;(.0329, -.7104, .0433, .7017);0.0000;0.0000
2.9390;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4010;-1.1111;0.6189528;0.4920702;-0.4113;1.6283;-1.2986;6.1813;269.3352;0.7562;(.0332, -.7104, .0430, .7017);0.0000;0.0000
2.9620;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3958;-1.1218;0.6125128;0.488965;-0.4113;1.6283;-1.2987;6.2199;269.3021;0.7928;(.0332, -.7106, .0434, .7015);0.0000;0.0000
2.9830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3897;-1.1064;0.6217466;0.4852581;-0.4112;1.6283;-1.2988;6.2409;269.2925;0.8308;(.0331, -.7107, .0438, .7014);0.0000;0.0000
3.0050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3969;-1.1180;0.6148083;0.4895668;-0.4113;1.6283;-1.2990;6.2191;269.2554;0.8606;(.0328, -.7109, .0439, .7012);0.0000;0.0000
3.0280;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3995;-1.1224;0.6121566;0.4911737;-0.4113;1.6283;-1.2990;6.1705;269.2349;0.8986;(.0322, -.7111, .0438, .7010);0.0000;0.0000
3.0500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4017;-1.1181;0.6147428;0.4924851;-0.4113;1.6284;-1.2991;6.1422;269.2074;0.9415;(.0318, -.7112, .0439, .7009);0.0000;0.0000
3.0730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3976;-1.1165;0.6156863;0.4900285;-0.4113;1.6283;-1.2991;6.1839;269.1572;0.9747;(.0318, -.7115, .0444, .7005);0.0000;0.0000
3.0960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3966;-1.1183;0.6146271;0.4894047;-0.4113;1.6283;-1.2991;6.2583;269.1448;0.9603;(.0323, -.7116, .0448, .7004);0.0000;0.0000
3.1180;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3986;-1.1236;0.6114259;0.4905896;-0.4113;1.6284;-1.2991;6.2448;269.1268;0.9477;(.0323, -.7117, .0446, .7003);0.0000;0.0000
3.1400;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4010;-1.1179;0.6148722;0.4920388;-0.4114;1.6283;-1.2990;6.2120;269.1370;0.8938;(.0325, -.7116, .0441, .7004);0.0000;0.0000
3.1630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3999;-1.1202;0.6134685;0.4913707;-0.4115;1.6284;-1.2989;6.1868;269.1454;0.8680;(.0325, -.7116, .0437, .7005);0.0000;0.0000
3.1850;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3973;-1.1184;0.6145682;0.4898323;-0.4115;1.6284;-1.2987;6.2273;269.1648;0.8726;(.0327, -.7115, .0440, .7006);0.0000;0.0000
3.2070;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4034;-1.1270;0.609419;0.4934889;-0.4115;1.6283;-1.2985;6.2243;269.1547;0.8950;(.0325, -.7115, .0441, .7005);0.0000;0.0000
3.2290;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4075;-1.1180;0.6147981;0.495964;-0.4116;1.6284;-1.2985;6.2161;269.1771;0.8493;(.0328, -.7114, .0438, .7007);0.0000;0.0000
3.2510;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4045;-1.1073;0.6212054;0.494171;-0.4117;1.6284;-1.2984;6.1861;269.2097;0.7840;(.0330, -.7112, .0432, .7009);0.0000;0.0000
3.2730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4115;-1.1043;0.6230041;0.4983749;-0.4116;1.6285;-1.2983;6.1723;269.2000;0.7706;(.0330, -.7112, .0430, .7009);0.0000;0.0000
3.2950;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4126;-1.0966;0.6276098;0.4990121;-0.4117;1.6285;-1.2982;6.1570;269.1988;0.7682;(.0329, -.7112, .0429, .7009);0.0000;0.0000
3.3170;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4001;-1.0993;0.6259882;0.4915254;-0.4117;1.6285;-1.2982;6.1005;269.2081;0.7342;(.0328, -.7112, .0424, .7010);0.0000;0.0000
3.3390;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4084;-1.3235;0.49158;0.4964689;-0.4117;1.6285;-1.2981;6.0776;269.2067;0.7353;(.0327, -.7112, .0422, .7010);0.0000;0.0000
3.3620;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5087;-1.7719;0.2227287;0.5566213;-0.4117;1.6285;-1.2981;6.0898;269.1769;0.7325;(.0327, -.7114, .0423, .7008);0.0000;0.0000
3.3840;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4976;-1.7837;0.2156547;0.5499881;-0.4117;1.6285;-1.2980;6.1312;269.1656;0.7145;(.0331, -.7114, .0425, .7007);0.0000;0.0000
3.4060;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4949;-1.6476;0.2972586;0.5483742;-0.4118;1.6285;-1.2980;6.1598;269.1590;0.7165;(.0333, -.7115, .0427, .7006);0.0000;0.0000
3.4290;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4867;-1.7235;0.2517464;0.5434417;-0.4117;1.6285;-1.2979;6.1484;269.1513;0.7211;(.0332, -.7115, .0426, .7006);0.0000;0.0000
3.4510;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4842;-1.7623;0.2285227;0.5419128;-0.4117;1.6285;-1.2978;6.1159;269.1667;0.7123;(.0330, -.7114, .0424, .7007);0.0000;0.0000
3.4740;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4752;-1.7591;0.2304281;0.5365145;-0.4116;1.6285;-1.2979;6.0873;269.1650;0.6934;(.0330, -.7114, .0421, .7007);0.0000;0.0000
3.4960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3340;-1.8671;0.1656978;0.4518671;-0.4115;1.6286;-1.2978;6.0856;269.1461;0.6740;(.0331, -.7116, .0419, .7006);0.0000;0.0000
3.5180;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4163;-1.9644;0.1073532;0.5012217;-0.4115;1.6286;-1.2977;6.0598;269.1803;0.6584;(.0330, -.7114, .0417, .7008);0.0000;0.0000
3.5400;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4131;-1.9907;0.09154966;0.499322;-0.4115;1.6287;-1.2978;6.0163;269.1895;0.6600;(.0327, -.7113, .0414, .7009);0.0000;0.0000
3.5620;Scene/Escenario/PanelesExteriores/Cube (1);-15.8664;0.5573;-6.6259;0;0;-0.4115;1.6288;-1.2978;6.0068;269.1873;0.6819;(.0326, -.7113, .0415, .7009);0.0000;0.0000
3.5840;Scene/Escenario/PanelesExteriores/Cube;-17.3878;0.4198;-6.8408;0;0;-0.4115;1.6288;-1.2978;5.9826;269.1895;0.7317;(.0321, -.7113, .0416, .7009);0.0000;0.0000
3.6050;Scene/Escenario/PanelesExteriores/Cube;-17.4415;0.4190;-6.9920;0;0;-0.4115;1.6289;-1.2979;5.9934;269.1846;0.7553;(.0320, -.7114, .0418, .7008);0.0000;0.0000
3.6310;Scene/Escenario/PanelesExteriores/Cube;-17.4564;0.4357;-7.0339;0;0;-0.4115;1.6290;-1.2980;5.9811;269.1732;0.7196;(.0322, -.7114, .0416, .7008);0.0000;0.0000
3.6480;Scene/Escenario/PanelesExteriores/Cube;-17.4422;0.4584;-6.9941;0;0;-0.4116;1.6290;-1.2981;5.9572;269.2004;0.6854;(.0322, -.7113, .0412, .7010);0.0000;0.0000
3.6710;Scene/Escenario/PanelesExteriores/Cube (1);-16.1029;0.6288;-6.6039;0;0;-0.4116;1.6289;-1.2982;5.9770;269.1385;0.7175;(.0321, -.7116, .0415, .7006);0.0000;0.0000
3.6930;Scene/Escenario/PanelesExteriores/Cube;-17.4643;0.4995;-7.0563;0;0;-0.4116;1.6288;-1.2983;6.0536;269.1141;0.7800;(.0322, -.7118, .0424, .7004);0.0000;0.0000
3.7160;Scene/Escenario/PanelesExteriores/Cube (1);-16.0284;0.5470;-6.6108;0;0;-0.4115;1.6287;-1.2983;6.1256;269.0847;0.7775;(.0326, -.7120, .0428, .7002);0.0000;0.0000
3.7370;Scene/Escenario/PanelesExteriores/Cube (1);-15.9264;0.5748;-6.6203;0;0;-0.4114;1.6286;-1.2983;6.1535;269.0660;0.7840;(.0328, -.7121, .0431, .7000);0.0000;0.0000
3.7590;Scene/Escenario/PanelesExteriores/Cube (1);-15.9939;0.5849;-6.6140;0;0;-0.4114;1.6286;-1.2984;6.1473;269.0723;0.8143;(.0325, -.7120, .0432, .7001);0.0000;0.0000
3.7820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4342;-2.0869;0.03386738;0.5119399;-0.4113;1.6285;-1.2985;6.1496;269.0688;0.8355;(.0324, -.7121, .0433, .7000);0.0000;0.0000
3.8040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4496;-1.7852;0.2147943;0.5211646;-0.4112;1.6285;-1.2986;6.1568;269.0557;0.8224;(.0325, -.7121, .0433, .7000);0.0000;0.0000
3.8260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4648;-1.7874;0.2134724;0.5302985;-0.4112;1.6285;-1.2987;6.1283;269.0524;0.8473;(.0322, -.7122, .0433, .6999);0.0000;0.0000
3.8500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4689;-1.8699;0.164011;0.5327688;-0.4111;1.6285;-1.2988;6.1062;269.0531;0.7942;(.0324, -.7122, .0428, .7000);0.0000;0.0000
3.8710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4706;-1.7734;0.2218507;0.5337756;-0.4110;1.6287;-1.2989;6.0253;269.0565;0.7567;(.0322, -.7121, .0421, .7000);0.0000;0.0000
3.8960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4674;-1.7532;0.2339638;0.5318589;-0.4109;1.6288;-1.2988;5.9721;269.0321;0.7866;(.0316, -.7123, .0420, .6999);0.0000;0.0000
3.9160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4709;-1.7673;0.2255314;0.5339657;-0.4107;1.6289;-1.2987;5.9222;269.0264;0.8209;(.0311, -.7124, .0419, .6999);0.0000;0.0000
3.9370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4727;-1.7738;0.2215974;0.5350521;-0.4106;1.6289;-1.2987;5.9053;269.0668;0.8436;(.0309, -.7121, .0419, .7001);0.0000;0.0000
3.9600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4737;-1.7804;0.2176484;0.5356492;-0.4105;1.6290;-1.2987;5.8600;269.0765;0.8481;(.0306, -.7121, .0416, .7002);0.0000;0.0000
3.9830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4720;-1.7728;0.2222085;0.534627;-0.4104;1.6291;-1.2986;5.8767;269.1002;0.8337;(.0308, -.7119, .0416, .7003);0.0000;0.0000
4.0040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4715;-1.7702;0.2237754;0.5343487;-0.4103;1.6291;-1.2986;5.8997;269.0997;0.8162;(.0310, -.7119, .0417, .7003);0.1803;0.0372
4.0270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4417;-1.6810;0.277236;0.5164579;-0.4103;1.6290;-1.2985;5.9229;269.1443;0.8115;(.0312, -.7117, .0418, .7006);0.7980;0.3848
4.0490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5402;-1.3752;0.4606098;0.5754812;-0.4103;1.6290;-1.2986;5.9383;269.1977;0.7809;(.0315, -.7113, .0417, .7009);1.0000;0.5997
4.0710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3418;-1.1073;0.6212277;0.456567;-0.4102;1.6289;-1.2986;5.9713;269.1989;0.7906;(.0317, -.7113, .0419, .7009);1.0000;0.6829
4.0930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1123;-0.9415;0.7206227;0.3189442;-0.4100;1.6289;-1.2986;5.9681;269.2331;0.8209;(.0315, -.7111, .0421, .7011);1.0000;0.4959
4.1150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5206;-1.0207;0.6731083;0.5637844;-0.4099;1.6290;-1.2987;5.9642;269.2376;0.8505;(.0313, -.7111, .0422, .7011);0.8398;0.3682
4.1370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5049;-0.9623;0.7081431;0.5543278;-0.4098;1.6290;-1.2986;5.9242;269.2654;0.8607;(.0310, -.7109, .0420, .7013);0.5154;0.2090
4.1590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4674;-0.9551;0.7124536;0.53188;-0.4097;1.6290;-1.2985;5.8941;269.2496;0.8638;(.0308, -.7110, .0419, .7012);0.4094;0.1216
4.1830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4968;-0.8946;0.7487488;0.5494764;-0.4096;1.6291;-1.2985;5.9101;269.2647;0.8643;(.0309, -.7109, .0420, .7013);0.3139;0.0696
4.2030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4984;-0.8944;0.7488548;0.5504268;-0.4095;1.6291;-1.2984;5.8727;269.2661;0.8542;(.0307, -.7109, .0417, .7014);0.3139;0.0696
4.2260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4993;-0.8932;0.7495906;0.5509951;-0.4096;1.6291;-1.2984;5.8527;269.2940;0.8524;(.0306, -.7108, .0415, .7015);0.3139;0.0696
4.2490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4408;-1.1135;0.6174887;0.5158938;-0.4095;1.6291;-1.2984;5.8402;269.3448;0.8334;(.0306, -.7105, .0413, .7019);0.2653;0.0461
4.2710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4395;-1.2254;0.5503966;0.5151059;-0.4095;1.6290;-1.2984;5.8966;269.3534;0.8350;(.0310, -.7104, .0417, .7019);0.0000;0.0000
4.2930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4677;-1.1481;0.5967648;0.532051;-0.4096;1.6290;-1.2984;5.9598;269.3830;0.8850;(.0311, -.7102, .0424, .7020);0.0000;0.0000
4.3150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4803;-1.0946;0.6288164;0.5395924;-0.4097;1.6289;-1.2983;5.9768;269.3946;0.8682;(.0313, -.7101, .0424, .7021);0.0000;0.0000
4.3370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4657;-1.0965;0.6277;0.5308511;-0.4099;1.6289;-1.2984;5.9836;269.3886;0.8295;(.0316, -.7101, .0422, .7021);0.0000;0.0000
4.3600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4672;-1.0906;0.6312072;0.531738;-0.4099;1.6288;-1.2985;6.0261;269.3816;0.8634;(.0316, -.7102, .0427, .7020);0.0000;0.0000
