elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z
4.3710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3564;-1.3266;0.489731;0.4653362;-0.4099;1.6286;-1.2985;6.0713;269.3713;0.8986
4.3920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3541;-1.3284;0.4886676;0.4639202;-0.4099;1.6286;-1.2985;6.1229;269.3315;0.9066
4.4140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3547;-1.3297;0.4878405;0.4643047;-0.4100;1.6286;-1.2985;6.1080;269.3008;0.9111
4.4370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3551;-1.3313;0.4868864;0.4645166;-0.4100;1.6285;-1.2986;6.0993;269.2662;0.9356
4.4590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3550;-1.3339;0.48536;0.4644733;-0.4100;1.6286;-1.2986;6.1015;269.2103;0.9383
4.4820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3538;-1.3362;0.4839441;0.4637823;-0.4100;1.6285;-1.2987;6.1261;269.1585;0.9248
4.5040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3569;-1.3384;0.4826416;0.4655968;-0.4100;1.6286;-1.2986;6.0598;269.1094;0.9093
4.5260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3587;-1.3405;0.4814155;0.4667092;-0.4101;1.6287;-1.2987;6.0217;269.0657;0.8497
4.5480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3603;-1.3407;0.4812962;0.4676322;-0.4101;1.6289;-1.2987;5.9914;269.0602;0.8078
4.5710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3605;-1.3405;0.4813864;0.4677759;-0.4101;1.6288;-1.2986;5.9845;269.0625;0.8153
4.5930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3591;-1.3397;0.4818564;0.4669574;-0.4100;1.6287;-1.2985;6.0130;269.0768;0.8336
4.6150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3586;-1.3378;0.4830253;0.4666449;-0.4100;1.6287;-1.2984;6.0240;269.1189;0.8514
4.6370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3583;-1.3366;0.4837175;0.4664765;-0.4100;1.6287;-1.2984;6.0298;269.1437;0.8658
4.6590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3590;-1.3357;0.4842422;0.4668693;-0.4099;1.6287;-1.2983;6.0154;269.1611;0.8677
4.6820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3602;-1.3360;0.4840885;0.4675713;-0.4099;1.6288;-1.2982;5.9910;269.1530;0.8200
4.7040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3594;-1.3357;0.4842795;0.4671302;-0.4099;1.6288;-1.2982;6.0089;269.1604;0.7633
4.7270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3587;-1.3364;0.4838437;0.4666949;-0.4100;1.6288;-1.2981;6.0244;269.1430;0.7337
4.7490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3584;-1.3365;0.4837742;0.4665303;-0.4100;1.6288;-1.2981;6.0316;269.1393;0.7641
4.7710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3591;-1.3356;0.4843068;0.4669039;-0.4100;1.6289;-1.2981;6.0187;269.1592;0.7671
4.7930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3595;-1.3350;0.4846824;0.4671507;-0.4100;1.6289;-1.2981;6.0097;269.1730;0.7922
4.8160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3599;-1.3336;0.4855393;0.4674197;-0.4098;1.6289;-1.2981;5.9988;269.2059;0.7946
4.8380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3599;-1.3324;0.4862635;0.4673972;-0.4097;1.6289;-1.2980;6.0000;269.2303;0.7847
4.8600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3601;-1.3308;0.4872235;0.4675405;-0.4098;1.6288;-1.2979;5.9927;269.2632;0.7996
4.8830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3599;-1.3299;0.4877503;0.4674073;-0.4097;1.6289;-1.2977;5.9987;269.2791;0.7915
4.9050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3605;-1.3279;0.4889446;0.4677486;-0.4096;1.6289;-1.2977;5.9870;269.3233;0.7669
4.9270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3603;-1.3280;0.4889055;0.4676514;-0.4096;1.6289;-1.2977;5.9896;269.3221;0.7272
4.9490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3609;-1.3272;0.4893831;0.4679996;-0.4095;1.6288;-1.2977;5.9748;269.3408;0.7216
4.9710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3612;-1.3276;0.4891275;0.4681695;-0.4094;1.6289;-1.2977;5.9700;269.3313;0.7292
4.9930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3623;-1.3279;0.4889328;0.4688736;-0.4092;1.6289;-1.2978;5.9446;269.3254;0.6996
5.0160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3615;-1.3283;0.4887313;0.4683483;-0.4091;1.6290;-1.2979;5.9666;269.3196;0.6872
5.0380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3609;-1.3281;0.4887982;0.4680044;-0.4089;1.6290;-1.2980;5.9775;269.3246;0.7305
5.0600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3603;-1.3298;0.4878064;0.4676724;-0.4087;1.6290;-1.2980;5.9891;269.2883;0.7721
5.0830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3596;-1.3302;0.4875838;0.4672445;-0.4086;1.6290;-1.2981;6.0059;269.2834;0.7771
5.1040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3618;-1.3309;0.4871253;0.4685286;-0.4086;1.6290;-1.2983;5.9575;269.2695;0.7838
5.1270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3623;-1.3333;0.4857296;0.4688417;-0.4086;1.6290;-1.2984;5.9472;269.2189;0.8048
5.1480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3615;-1.3358;0.4842264;0.4683852;-0.4085;1.6289;-1.2985;5.9615;269.1655;0.8006
5.1710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3611;-1.3377;0.4830848;0.4681218;-0.4083;1.6290;-1.2986;5.9714;269.1247;0.8048
5.1930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3615;-1.3391;0.4822376;0.4683824;-0.4082;1.6290;-1.2986;5.9615;269.0943;0.8133
5.2150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3637;-1.3397;0.481898;0.4696963;-0.4082;1.6289;-1.2988;5.9115;269.0851;0.7751
5.2380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3643;-1.3409;0.4811637;0.4700276;-0.4081;1.6289;-1.2989;5.8998;269.0607;0.7816
5.2600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3646;-1.3405;0.4814049;0.4702291;-0.4080;1.6290;-1.2991;5.8927;269.0740;0.8471
5.2820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3636;-1.3386;0.4825434;0.4696282;-0.4080;1.6289;-1.2991;5.9145;269.1177;0.9024
5.3040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3616;-1.3377;0.4830781;0.4684168;-0.4080;1.6288;-1.2992;5.9562;269.1393;0.9177
5.3270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3607;-1.3359;0.4841607;0.467865;-0.4079;1.6287;-1.2993;5.9742;269.1806;0.9525
5.3490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3603;-1.3364;0.4838644;0.4676421;-0.4080;1.6287;-1.2992;5.9818;269.1691;0.9425
5.3730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3584;-1.3361;0.4840203;0.4665296;-0.4081;1.6286;-1.2992;6.0210;269.1749;0.9023
5.3940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3562;-1.3360;0.4840829;0.4651684;-0.4081;1.6285;-1.2992;6.0693;269.1774;0.8711
5.4150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3534;-1.3356;0.4843296;0.4635025;-0.4081;1.6284;-1.2993;6.1282;269.1877;0.8476
5.4380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3521;-1.3351;0.4846024;0.46275;-0.4079;1.6283;-1.2992;6.1541;269.1969;0.8747
5.4600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3521;-1.3351;0.4846413;0.4627092;-0.4079;1.6282;-1.2993;6.1535;269.1992;0.9177
5.4830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3516;-1.3351;0.4846254;0.4624582;-0.4078;1.6282;-1.2992;6.1622;269.1979;0.9317
5.5040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3513;-1.3352;0.4845491;0.4622737;-0.4078;1.6282;-1.2992;6.1701;269.1935;0.9727
5.5270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3507;-1.3364;0.483873;0.461919;-0.4075;1.6283;-1.2992;6.1829;269.1695;0.9384
5.5490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3512;-1.3371;0.4834284;0.4622019;-0.4074;1.6283;-1.2992;6.1729;269.1526;0.9064
5.5710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3539;-1.3378;0.483025;0.4638031;-0.4073;1.6283;-1.2991;6.1141;269.1360;0.8883
5.5940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3543;-1.3393;0.48212;0.4640459;-0.4071;1.6285;-1.2991;6.1083;269.1008;0.8838
5.6150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3567;-1.3392;0.482188;0.46549;-0.4070;1.6285;-1.2990;6.0549;269.1021;0.8301
5.6370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3576;-1.3394;0.4820362;0.4660226;-0.4068;1.6285;-1.2990;6.0342;269.0961;0.8088
5.6600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3579;-1.3405;0.4813994;0.4662232;-0.4066;1.6286;-1.2989;6.0291;269.0701;0.8479
5.6820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3596;-1.3381;0.4828418;0.4672033;-0.4064;1.6286;-1.2988;5.9924;269.1227;0.7628
5.7050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3607;-1.3374;0.483256;0.4679099;-0.4062;1.6287;-1.2987;5.9687;269.1356;0.7000
5.7270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3602;-1.3382;0.4827878;0.4676066;-0.4059;1.6287;-1.2986;5.9794;269.1149;0.7302
5.7480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3593;-1.3370;0.4835176;0.4670693;-0.4057;1.6287;-1.2985;5.9992;269.1416;0.7884
5.7720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3598;-1.3378;0.482985;0.4673763;-0.4054;1.6287;-1.2985;5.9862;269.1200;0.7794
5.7930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3613;-1.3387;0.4824568;0.4682636;-0.4051;1.6287;-1.2984;5.9535;269.0979;0.7563
5.8150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3627;-1.3384;0.4826444;0.4690987;-0.4049;1.6288;-1.2984;5.9240;269.1066;0.7623
5.8370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3645;-1.3394;0.4820306;0.4701591;-0.4046;1.6288;-1.2984;5.8849;269.0832;0.7550
5.8600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3659;-1.3395;0.4820036;0.4710027;-0.4043;1.6290;-1.2983;5.8563;269.0793;0.7648
5.8820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3679;-1.3384;0.482626;0.4721827;-0.4040;1.6291;-1.2982;5.8153;269.1010;0.7190
5.9040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3706;-1.3383;0.4826936;0.4738031;-0.4037;1.6292;-1.2981;5.7556;269.1010;0.6679
5.9260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3726;-1.3367;0.48364;0.4750468;-0.4035;1.6292;-1.2980;5.7112;269.1349;0.6559
5.9490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3741;-1.3356;0.4843301;0.4759291;-0.4033;1.6293;-1.2979;5.6797;269.1583;0.7251
